title,director,country,link,festival,year,distinction,reward
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Golden Globes (USA),2022,Nommé,Best Supporting Actor - Motion Picture
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,San Francisco Film Critics Circle,2022,Nommé,Best Supporting Actor
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,San Francisco Film Critics Circle,2022,Nommé,Best Supporting Actress
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,London Critics Circle Film Awards,2022,Nommé,Young British/Irish Performer
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Jeonju International Film Festival,2024,,Sélection Officielle
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Vancouver Film Critics Circle,2022,Nommé,Best Picture
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Vancouver Film Critics Circle,2022,Lauréat,Best Supporting Actor
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Austin Film Critics Association,2022,Nommé,Best Adapted Screenplay
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Austin Film Critics Association,2022,Nommé,The Robert R. “Bobby” McCurdy Memorial Breakthrough Artist Award
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Tokyo International Film Festival,2022,,Sélection Officielle
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Melbourne International Film Festival,2021,,Sélection Officielle
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Kinema Junpo Awards,2023,Sélection Officielle,Top10 Foreign Films
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Kinema Junpo Awards,2023,Lauréat,Readers' Foreign Film Director
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Seattle Film Critics Awards,2022,Nommé,Best Picture of the Year
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Seattle Film Critics Awards,2022,Nommé,Best Actor in a Supporting Role
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Seattle Film Critics Awards,2022,Lauréat,Best Youth Performance
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Bergen International Film Festival,2021,,Sélection Officielle
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Torino Film Festival,2021,,Sélection Officielle
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Gotham Awards,2021,Nommé,Outstanding Supporting Performance
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Gotham Awards,2021,Lauréat,Breakthrough Performer
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Gotham Awards,2021,Lauréat,Outstanding Supporting Performance
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Awards of the Japanese Academy,2023,Nommé,Best Foreign Language Film
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Norwegian International Film Festival,2021,Lauréat,Ray of Sunshine Award
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Critics Choice Awards,2022,Nommé,Best Picture
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Critics Choice Awards,2022,Nommé,Best Young Actor/Actress
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Critics Choice Awards,2022,Lauréat,Best Supporting Actor
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Critics Choice Awards,2022,Nommé,Best Adapted Screenplay
CODA,Sian Heder,États-Unis,/fr/fr/films/coda-2021,Webby Awards,2022,Nommé,Social
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Academy Awards,2022,Nommé,Meilleur réalisateur
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Academy Awards,2022,Lauréat,Meilleur scénario original
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Academy Awards,2022,Nommé,Best Sound
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Academy Awards,2022,Nommé,Meilleur film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Academy Awards,2022,Nommé,Best Original Song
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Academy Awards,2022,Nommé,Meilleur acteur dans un second rôle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Academy Awards,2022,Nommé,Meilleure actrice dans un second rôle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Toronto International Film Festival,2021,Lauréat,Prix du public
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Telluride Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Indiewire Critics' Poll,2021,Nommé,Best Cinematography
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BFI London Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,American Film Institute Awards,2022,Lauréat,AFI Special Award
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,National Board of Review,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,National Board of Review,2022,Lauréat,Best Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,National Board of Review,2022,Lauréat,Top Films
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Best Editing
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Editing
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Outstanding British Film of the Year
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Meilleur film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Best Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Original Screenplay
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Lauréat,Meilleur film britannique
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Best Supporting Actress
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Supporting Actress
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Best Screenplay (Original)
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,BAFTA Awards,2022,Nommé,Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Directors Guild of America,2022,Nommé,Outstanding Directorial Achievement in Theatrical Feature Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Screen Actors Guild Awards,2022,Nommé,Outstanding Performance by a Cast in a Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Screen Actors Guild Awards,2022,Nommé,Outstanding Performance by a Female Actor in a Supporting Role
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Performance by an Actor in a Supporting Role in a Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Lauréat,Best Screenplay Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Picture Drama
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Performance by an Actress in a Supporting Role in a Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Song Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Director - Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Supporting Actress - Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Lauréat,Best Screenplay - Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Motion Picture - Drama
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Supporting Actor - Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Original Song - Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Supporting Actor - Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Performance by an Actor in a Supporting Role in a Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Golden Globes (USA),2022,Nommé,Best Director Motion Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,European Film Awards,2022,Nommé,European Screenwriter
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Vancouver International Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Chicago International Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Stockholm International Film Festival,2021,Lauréat,Audience Award
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,San Francisco Film Critics Circle,2022,Nommé,Best Original Screenplay
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,San Francisco Film Critics Circle,2022,Nommé,Best Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,San Francisco Film Critics Circle,2022,Nommé,Best Film Editing
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,London Critics Circle Film Awards,2022,Nommé,Film of the Year
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,London Critics Circle Film Awards,2022,Nommé,The Attenborough Award for British/Irish Film of the Year
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,London Critics Circle Film Awards,2022,Nommé,Supporting Actor of the Year
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,London Critics Circle Film Awards,2022,Nommé,Young British/Irish Performer
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Toronto Film Critics Association Awards,2022,Nommé,Best Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Vancouver Film Critics Circle,2022,Nommé,Best Screenplay
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Vancouver Film Critics Circle,2022,Nommé,Best Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Vancouver Film Critics Circle,2022,Nommé,Best Director
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Production Design
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Cinematography
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Actress
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Costume Design
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Supporting Actress
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Editing
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Music
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Breakthrough Performance
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Make-Up & Hair
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,British Independent Film Awards,2021,Nommé,Best Casting
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,David di Donatello Awards,2022,Lauréat,Best International Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Bodil Awards,2023,Nommé,Best Non-American Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Mill Valley Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Santa Barbara International Film Festival,2022,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Tallinn Black Nights Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Kinema Junpo Awards,2023,Sélection Officielle,Top10 Foreign Films
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Goya Awards,2023,Nommé,Best European Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Nommé,Makeup & Hair
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Nommé,Lead Actor Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Nommé,Original Music
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Lauréat,Supporting Actor Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Nommé,Supporting Actor Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Nommé,Best Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Nommé,Supporting Actress Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Nommé,Director Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Nommé,Editing
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Irish Film and Television Awards,2022,Lauréat,Script Film
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Hamburg Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Belfast Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Seville European Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Philadelphia Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Seattle Film Critics Awards,2022,Nommé,Best Youth Performance
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Rio de Janeiro International Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Camerimage,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Palm Springs International Film Festival,2022,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Nommé,Best Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Nommé,Best Cinematography
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Nommé,Best Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Nommé,Best Director
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Nommé,Best Supporting Actress
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Nommé,Best Editing
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Lauréat,Best Acting Ensemble
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Nommé,Best Picture
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Lauréat,Best Original Screenplay
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Nommé,Best Production Design
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Critics Choice Awards,2022,Lauréat,Best Young Actor/Actress
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,San Diego International Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Rome Film Festival,2021,,Sélection Officielle
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Capri Hollywood International Film Festival,2021,Lauréat,Best Supporting Actor
BELFAST,Kenneth Branagh,Royaume-Uni,/fr/fr/films/belfast,Capri Hollywood International Film Festival,2021,Lauréat,Best Original Screenplay
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Academy Awards,2022,Nommé,Meilleur réalisateur
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Academy Awards,2022,Nommé,Best Cinematography
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Academy Awards,2022,Nommé,Best Production Design
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Academy Awards,2022,Nommé,Best Costume Design
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Academy Awards,2022,Nommé,Meilleur film
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Academy Awards,2022,Nommé,Best Sound
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Academy Awards,2022,Lauréat,Meilleure actrice dans un second rôle
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Indiewire Critics' Poll,2021,Nommé,Best Director
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Indiewire Critics' Poll,2021,Nommé,Best Cinematography
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,American Film Institute Awards,2021,Lauréat,Top 10 Movies of the Year
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,National Board of Review,2022,Lauréat,Best Actress
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,National Board of Review,2022,Lauréat,Top 10 Films
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,BAFTA Awards,2022,Nommé,Best Production Design
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,BAFTA Awards,2022,Nommé,Best Sound
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,BAFTA Awards,2022,Nommé,Best Supporting Actor
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,BAFTA Awards,2022,Nommé,Best Supporting Actress
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,BAFTA Awards,2022,Lauréat,Supporting Actress
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,BAFTA Awards,2022,Nommé,Best Casting
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,BAFTA Awards,2022,Lauréat,Casting
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Directors Guild of America,2022,Nommé,Outstanding Directorial Achievement in Theatrical Feature Film
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Writers Guild of America,2022,Nommé,Best Adapted Screenplay
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Screen Actors Guild Awards,2022,Lauréat,Outstanding Performance by a Female Actor in a Supporting Role
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Golden Globes (USA),2022,Lauréat,Best Actress in a Motion Picture - Musical or Comedy
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Golden Globes (USA),2022,Lauréat,Best Supporting Actress - Motion Picture
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Golden Globes (USA),2022,Nommé,Best Director - Motion Picture
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Golden Globes (USA),2022,Lauréat,Best Motion Picture - Musical or Comedy
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,New York Film Critics Circle Awards,2021,Lauréat,Best Cinematography
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Los Angeles Film Critics Association Awards,2021,Lauréat,Best Supporting Actress
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,San Francisco Film Critics Circle,2022,Nommé,Best Cinematography
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,San Francisco Film Critics Circle,2022,Nommé,Best Film Editing
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,San Francisco Film Critics Circle,2022,Nommé,Best Picture
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,San Francisco Film Critics Circle,2022,Nommé,Best Director
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,San Francisco Film Critics Circle,2022,Nommé,Best Supporting Actress
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,London Critics Circle Film Awards,2022,Nommé,Technical Achievement Award - Choreography
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,London Critics Circle Film Awards,2022,Nommé,Film of the Year
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,London Critics Circle Film Awards,2022,Nommé,Supporting Actress of the Year
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,London Critics Circle Film Awards,2022,Nommé,Supporting Actress of the Year
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,National Society of Film Critics Awards,2022,Nommé,Best Supporting Actress
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,National Society of Film Critics Awards,2022,Nommé,Best Supporting Actor
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Costume Design
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Director
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Editing
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Supporting Actor
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Cinematography
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Supporting Actress
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Most Promising Performer
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Adapted Screenplay
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Most Promising Performer
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Art Direction/Production Design
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Chicago Film Critics Association Awards,2021,Nommé,Best Film
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,New York Film Critics,2021,Lauréat,Top 10 Films of 2021
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,New York Film Critics,2021,Lauréat,Breakthrough Performance
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,New York Film Critics,2021,Lauréat,Best Use of Music
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Austin Film Critics Association,2022,Nommé,Best Editing
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Austin Film Critics Association,2022,Nommé,The Robert R. “Bobby” McCurdy Memorial Breakthrough Artist Award
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Austin Film Critics Association,2022,Nommé,Best Supporting Actress
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Austin Film Critics Association,2022,Nommé,Best Cinematography
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Santa Barbara International Film Festival,2022,Lauréat,Outstanding Directors of the Year
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Santa Barbara International Film Festival,2022,Lauréat,Virtuosos Award
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Kinema Junpo Awards,2023,Sélection Officielle,Top10 Foreign Films
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Seattle Film Critics Awards,2022,Nommé,Best Cinematography
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Seattle Film Critics Awards,2022,Nommé,Best Film Editing
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Seattle Film Critics Awards,2022,Nommé,Best Production Design
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Seattle Film Critics Awards,2022,Lauréat,Best Actress in a Supporting Role
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Seattle Film Critics Awards,2022,Nommé,Best Picture of the Year
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Seattle Film Critics Awards,2022,Nommé,Best Actress in a Supporting Role
WEST SIDE STORY,Steven Spielberg,États-Unis,/fr/fr/films/west-side-story-2021,Camerimage,2022,Lauréat,Feature Film (FilmLight Color Award)
