film_id,original_name,cnc_agrement_year,allocine_id,allocine_title,allocine_url
688,Faux départ,2021,111049,Faux départ,https://www.allocine.fr/film/fichefilm_gen_cfilm=111049.html
689,Feathers of a Father,2021,Not found,Not found,Not found
690,Feu (Notre Dame brûle,2021,284864,Notre-Dame brûle,https://www.allocine.fr/film/fichefilm_gen_cfilm=284864.html
691,Les filles d'Olfa,2021,285269,Les Filles d’Olfa,https://www.allocine.fr/film/fichefilm_gen_cfilm=285269.html
692,Les fils de Caïn,2021,Not found,Not found,Not found
693,Les folies fermières,2021,288925,Les Folies fermières,https://www.allocine.fr/film/fichefilm_gen_cfilm=288925.html
694,France une histoire d'amour,2021,316616,"France, une histoire d'amour",https://www.allocine.fr/film/fichefilm_gen_cfilm=316616.html
695,Frère et sœur,2021,2187,"Moi, Pierre Rivière, ayant égorgé ma mère, ma soeur et mon frère",https://www.allocine.fr/film/fichefilm_gen_cfilm=2187.html
696,Les frères Pinzuti,2021,Not found,Not found,Not found
697,La fuite du capitaine Volkonogov,2021,287315,Le Capitaine Volkonogov s'est échappé,https://www.allocine.fr/film/fichefilm_gen_cfilm=287315.html
698,Fumer fait tousser,2021,296128,Fumer fait tousser,https://www.allocine.fr/film/fichefilm_gen_cfilm=296128.html
699,Les gagnants,2021,249216,Et les mistrals gagnants,https://www.allocine.fr/film/fichefilm_gen_cfilm=249216.html
700,Le gang des bois du temple,2021,293128,Le Gang des bois du temple,https://www.allocine.fr/film/fichefilm_gen_cfilm=293128.html
701,Le gaucher,2021,5817,Le Gaucher,https://www.allocine.fr/film/fichefilm_gen_cfilm=5817.html
702,La générale,2021,108016,Le Mécano de la Générale,https://www.allocine.fr/film/fichefilm_gen_cfilm=108016.html
703,Ghost town,2021,188285,Ghost Town,https://www.allocine.fr/film/fichefilm_gen_cfilm=188285.html
704,Godland,2021,288665,Godland,https://www.allocine.fr/film/fichefilm_gen_cfilm=288665.html
706,Goliath,2021,281976,Goliath,https://www.allocine.fr/film/fichefilm_gen_cfilm=281976.html
707,Les goûts et les couleurs,2021,265090,Les goûts et les couleurs,https://www.allocine.fr/film/fichefilm_gen_cfilm=265090.html
708,Goutte d'or,2021,289237,Goutte d'or,https://www.allocine.fr/film/fichefilm_gen_cfilm=289237.html
709,Les graines de Vesper,2021,Not found,Not found,Not found
710,Le grand marin,2021,280842,Grand marin,https://www.allocine.fr/film/fichefilm_gen_cfilm=280842.html
711,La grande magie,2021,279868,La Grande magie,https://www.allocine.fr/film/fichefilm_gen_cfilm=279868.html
712,La guerre des lulus,2021,289992,La Guerre des Lulus,https://www.allocine.fr/film/fichefilm_gen_cfilm=289992.html
713,Les harkis,2021,271290,Les Harkis,https://www.allocine.fr/film/fichefilm_gen_cfilm=271290.html
714,Hawaï,2021,292179,Hawaii,https://www.allocine.fr/film/fichefilm_gen_cfilm=292179.html
715,Les herbes sèches,2021,280585,Les Herbes sèches,https://www.allocine.fr/film/fichefilm_gen_cfilm=280585.html
716,Highway 65,2021,15682,Lost Highway,https://www.allocine.fr/film/fichefilm_gen_cfilm=15682.html
717,Houria,2021,289402,Houria,https://www.allocine.fr/film/fichefilm_gen_cfilm=289402.html
718,Les huit montagnes,2021,290592,Les Huit Montagnes,https://www.allocine.fr/film/fichefilm_gen_cfilm=290592.html
719,"Hypothèse démocratique, une histoire basque",2021,299410,L'Hypothèse démocratique,https://www.allocine.fr/film/fichefilm_gen_cfilm=299410.html
720,I love Greece,2021,275471,I Love You Greece,https://www.allocine.fr/film/fichefilm_gen_cfilm=275471.html
721,Icare,2021,296976,Icare,https://www.allocine.fr/film/fichefilm_gen_cfilm=296976.html
722,Il bambino nascosto,2021,294774,The Hidden Child,https://www.allocine.fr/film/fichefilm_gen_cfilm=294774.html
723,Il legionario,2021,294324,Il Legionario,https://www.allocine.fr/film/fichefilm_gen_cfilm=294324.html
806,Les pieds sur terre,2021,253604,Les Pieds sur terre,https://www.allocine.fr/film/fichefilm_gen_cfilm=253604.html
724,Il neige à Sidi Bou Saïd,2021,Not found,Not found,Not found
725,Il n'y a pas d'ombre dans le désert,2021,271839,Il n'y a pas d'ombre dans le désert,https://www.allocine.fr/film/fichefilm_gen_cfilm=271839.html
726,Il n'y aura plus de nuit,2021,281744,Il n’y aura plus de nuit,https://www.allocine.fr/film/fichefilm_gen_cfilm=281744.html
727,Ils désertent,2021,291666,L'Homme debout,https://www.allocine.fr/film/fichefilm_gen_cfilm=291666.html
728,Ima,2021,128407,Ima,https://www.allocine.fr/film/fichefilm_gen_cfilm=128407.html
729,L'innocent,2021,284675,L'Innocent,https://www.allocine.fr/film/fichefilm_gen_cfilm=284675.html
730,Insurrection,2021,221361,Divergente 2 : l’insurrection,https://www.allocine.fr/film/fichefilm_gen_cfilm=221361.html
731,Les intranquilles,2021,277190,Les Intranquilles,https://www.allocine.fr/film/fichefilm_gen_cfilm=277190.html
732,Jack Mimoun,2021,271293,Jack Mimoun et les secrets de Val Verde,https://www.allocine.fr/film/fichefilm_gen_cfilm=271293.html
733,Jacky,2021,208007,Jacky au Royaume des Filles,https://www.allocine.fr/film/fichefilm_gen_cfilm=208007.html
734,Jane B,2021,3274,Jane B. par Agnès V.,https://www.allocine.fr/film/fichefilm_gen_cfilm=3274.html
735,Je voudrai parler de Duras,2021,Not found,Not found,Not found
736,Jour 37,2021,127836,Le premier jour du reste de ta vie,https://www.allocine.fr/film/fichefilm_gen_cfilm=127836.html
737,Joyeuse retraite ! 2,2021,268345,Joyeuse retraite !,https://www.allocine.fr/film/fichefilm_gen_cfilm=268345.html
738,Jumeaux mais pas trop,2021,293584,Jumeaux mais pas trop,https://www.allocine.fr/film/fichefilm_gen_cfilm=293584.html
739,Kaleb,2021,299888,Le Monde de Kaleb,https://www.allocine.fr/film/fichefilm_gen_cfilm=299888.html
740,Kanun,2021,289126,"Kanun, la loi du sang",https://www.allocine.fr/film/fichefilm_gen_cfilm=289126.html
741,Kelly Watch the stars,2021,Not found,Not found,Not found
742,Kensuke's kindom,2021,Not found,Not found,Not found
743,La Terra dei figli,2021,296942,Land of the Sons,https://www.allocine.fr/film/fichefilm_gen_cfilm=296942.html
744,Laïla in Haïfa,2021,285490,Laila in Haifa,https://www.allocine.fr/film/fichefilm_gen_cfilm=285490.html
745,Land of sar,2021,285776,Land of Sar,https://www.allocine.fr/film/fichefilm_gen_cfilm=285776.html
746,Last dance,2021,1000006965,The Last Dance,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000006965.html
747,Lendarys,2021,326928,"Zak & Wowo, la légende de Lendarys",https://www.allocine.fr/film/fichefilm_gen_cfilm=326928.html
748,Les lendemains de veille,2021,294298,Les Lendemains de veille,https://www.allocine.fr/film/fichefilm_gen_cfilm=294298.html
749,Les Démons d'argile,2021,302475,Les Démons d’argile,https://www.allocine.fr/film/fichefilm_gen_cfilm=302475.html
750,Lettre à l'enfant que tu nous as donné,2021,303891,Lettre à l'enfant que tu nous as donné,https://www.allocine.fr/film/fichefilm_gen_cfilm=303891.html
751,La ligne,2021,22779,La Ligne verte,https://www.allocine.fr/film/fichefilm_gen_cfilm=22779.html
752,L'immensita,2021,296963,L'Immensita,https://www.allocine.fr/film/fichefilm_gen_cfilm=296963.html
753,Loin de la route,2021,Not found,Not found,Not found
754,Lunettes noires,2021,5066,Les Lunettes noires,https://www.allocine.fr/film/fichefilm_gen_cfilm=5066.html
755,Madame de Sevigné,2021,288971,Madame de Sévigné,https://www.allocine.fr/film/fichefilm_gen_cfilm=288971.html
756,Magdala,2021,303767,Magdala,https://www.allocine.fr/film/fichefilm_gen_cfilm=303767.html
757,Maigret et la jeune morte,2021,276821,Maigret,https://www.allocine.fr/film/fichefilm_gen_cfilm=276821.html
758,Maledetta primavera,2021,296538,Maledetta primavera,https://www.allocine.fr/film/fichefilm_gen_cfilm=296538.html
759,Le marchand de sable,2021,286309,Le Marchand de sable,https://www.allocine.fr/film/fichefilm_gen_cfilm=286309.html
760,La marginale,2021,293313,La Marginale,https://www.allocine.fr/film/fichefilm_gen_cfilm=293313.html
761,Mars express,2021,287760,Mars Express,https://www.allocine.fr/film/fichefilm_gen_cfilm=287760.html
762,Mascarade,2021,289268,Mascarade,https://www.allocine.fr/film/fichefilm_gen_cfilm=289268.html
763,Mastemah,2021,290784,Mastemah,https://www.allocine.fr/film/fichefilm_gen_cfilm=290784.html
764,Matadero,2021,299688,Matadero,https://www.allocine.fr/film/fichefilm_gen_cfilm=299688.html
765,Maudit !,2021,57138,Pirates des Caraïbes : le Secret du Coffre Maudit,https://www.allocine.fr/film/fichefilm_gen_cfilm=57138.html
766,Le médium,2021,4206,Le Medium,https://www.allocine.fr/film/fichefilm_gen_cfilm=4206.html
767,Memento Mori,2021,300878,Memento Mori,https://www.allocine.fr/film/fichefilm_gen_cfilm=300878.html
768,Menteur,2021,48120,Fellini - je suis un grand menteur,https://www.allocine.fr/film/fichefilm_gen_cfilm=48120.html
769,Mes très chers enfants,2021,287252,Mes très chers enfants,https://www.allocine.fr/film/fichefilm_gen_cfilm=287252.html
770,Mes vies,2021,264572,Mes autres vies de chien,https://www.allocine.fr/film/fichefilm_gen_cfilm=264572.html
771,Metronom,2021,303680,Radio Metronom,https://www.allocine.fr/film/fichefilm_gen_cfilm=303680.html
772,Mille feux,2021,294379,Mille Feux,https://www.allocine.fr/film/fichefilm_gen_cfilm=294379.html
773,Mon chat,2021,110626,Les Couilles de mon chat,https://www.allocine.fr/film/fichefilm_gen_cfilm=110626.html
774,Mon héroïne,2021,294000,Mon héroïne,https://www.allocine.fr/film/fichefilm_gen_cfilm=294000.html
775,Mon pays imaginaire,2021,289233,Mon pays imaginaire,https://www.allocine.fr/film/fichefilm_gen_cfilm=289233.html
776,Mon pire ennemi,2021,312878,Mon pire ennemi,https://www.allocine.fr/film/fichefilm_gen_cfilm=312878.html
777,Le monde d'hier,2021,269097,Le Monde d'hier,https://www.allocine.fr/film/fichefilm_gen_cfilm=269097.html
778,La montagne,2021,5539,La Montagne sacrée,https://www.allocine.fr/film/fichefilm_gen_cfilm=5539.html
779,La mort d'Albino Rodrigue,2021,289899,La Fille d’Albino Rodrigue,https://www.allocine.fr/film/fichefilm_gen_cfilm=289899.html
780,Music,2021,291,Le Salon de musique,https://www.allocine.fr/film/fichefilm_gen_cfilm=291.html
781,My son,2021,270944,"So Long, My Son",https://www.allocine.fr/film/fichefilm_gen_cfilm=270944.html
782,Le mystère Goya,2021,Not found,Not found,Not found
783,Néneh superstar,2021,291767,Neneh Superstar,https://www.allocine.fr/film/fichefilm_gen_cfilm=291767.html
784,New life,2021,203103,New York Melody,https://www.allocine.fr/film/fichefilm_gen_cfilm=203103.html
785,Nora,2021,152,Chien enragé,https://www.allocine.fr/film/fichefilm_gen_cfilm=152.html
786,Normale,2021,217208,Tu seras sumo,https://www.allocine.fr/film/fichefilm_gen_cfilm=217208.html
787,Nos frangins (ex : Malik,2021,Not found,Not found,Not found
788,Le nouveau jouet,2021,286890,Le Nouveau Jouet,https://www.allocine.fr/film/fichefilm_gen_cfilm=286890.html
789,Novembre (ex : 13/11,2021,Not found,Not found,Not found
790,La nuit du 12,2021,295635,La Nuit du 12,https://www.allocine.fr/film/fichefilm_gen_cfilm=295635.html
791,Occhi blu,2021,302486,Occhi blu,https://www.allocine.fr/film/fichefilm_gen_cfilm=302486.html
792,L'origine du mal,2021,285265,L'Origine du mal,https://www.allocine.fr/film/fichefilm_gen_cfilm=285265.html
793,La page blanche,2021,292798,La Page blanche,https://www.allocine.fr/film/fichefilm_gen_cfilm=292798.html
794,Par Cœurs,2021,288270,Par coeurs,https://www.allocine.fr/film/fichefilm_gen_cfilm=288270.html
795,Paradis,2021,54790,Entre le ciel et l'enfer,https://www.allocine.fr/film/fichefilm_gen_cfilm=54790.html
796,Le paradis,2021,54790,Entre le ciel et l'enfer,https://www.allocine.fr/film/fichefilm_gen_cfilm=54790.html
797,La passagère,2021,2314,La Passagère,https://www.allocine.fr/film/fichefilm_gen_cfilm=2314.html
798,Les passagers de la nuit,2021,4308,Les Passagers de la nuit,https://www.allocine.fr/film/fichefilm_gen_cfilm=4308.html
799,Passages,2021,145206,Passages,https://www.allocine.fr/film/fichefilm_gen_cfilm=145206.html
800,Paula,2021,34679,Paula,https://www.allocine.fr/film/fichefilm_gen_cfilm=34679.html
801,Pétaouchnock,2021,291945,Petaouchnok,https://www.allocine.fr/film/fichefilm_gen_cfilm=291945.html
802,Peter Von Kant,2021,291310,Peter von Kant,https://www.allocine.fr/film/fichefilm_gen_cfilm=291310.html
803,"Le petit Nicolas, qu'est-ce qu'on attend pour être heureux ?",2021,270135,Le Petit Nicolas - Qu’est-ce qu’on attend pour être heureux ?,https://www.allocine.fr/film/fichefilm_gen_cfilm=270135.html
804,Petite maman,2021,286829,Petite maman,https://www.allocine.fr/film/fichefilm_gen_cfilm=286829.html
805,Les petites victoires,2021,295765,Les Petites victoires,https://www.allocine.fr/film/fichefilm_gen_cfilm=295765.html
807,Pierre et Jeanne,2021,291820,Pierre et Jeanne,https://www.allocine.fr/film/fichefilm_gen_cfilm=291820.html
808,Pires (Les) (ex : Sauvage,2021,Not found,Not found,Not found
809,Plancha,2021,292132,Plancha,https://www.allocine.fr/film/fichefilm_gen_cfilm=292132.html
810,Pleurer des rivières,2021,289527,Le Sixième enfant,https://www.allocine.fr/film/fichefilm_gen_cfilm=289527.html
811,Plus que jamais,2021,291970,Plus que jamais,https://www.allocine.fr/film/fichefilm_gen_cfilm=291970.html
812,Le poète indocile,2021,Not found,Not found,Not found
813,Polaris,2021,287639,Polaris,https://www.allocine.fr/film/fichefilm_gen_cfilm=287639.html
814,Poulet frites,2021,296560,Poulet Frites,https://www.allocine.fr/film/fichefilm_gen_cfilm=296560.html
815,Pour la France,2021,281971,Pour la France,https://www.allocine.fr/film/fichefilm_gen_cfilm=281971.html
816,Premières urgences,2021,302967,Premières Urgences,https://www.allocine.fr/film/fichefilm_gen_cfilm=302967.html
817,Le principal,2021,288272,Le Principal,https://www.allocine.fr/film/fichefilm_gen_cfilm=288272.html
818,Le prix du passage,2021,290946,Le Prix du passage,https://www.allocine.fr/film/fichefilm_gen_cfilm=290946.html
819,Le processus de paix,2021,290254,Le Processus de paix,https://www.allocine.fr/film/fichefilm_gen_cfilm=290254.html
820,Production,2021,144275,The City of production,https://www.allocine.fr/film/fichefilm_gen_cfilm=144275.html
821,PS (De Solférino à Solférino,2021,Not found,Not found,Not found
822,Quand tu seras grand,2021,292521,Quand tu seras grand,https://www.allocine.fr/film/fichefilm_gen_cfilm=292521.html
823,Qu'est-ce qu'on a tous fait au bon dieu ?,2021,274484,Qu'est-ce qu'on a tous fait au Bon Dieu ?,https://www.allocine.fr/film/fichefilm_gen_cfilm=274484.html
824,Rabiye Kurnaz contre George W. Bush,2021,284331,Rabiye Kurnaz contre George W. Bush,https://www.allocine.fr/film/fichefilm_gen_cfilm=284331.html
825,Rascals,2021,285270,Les Rascals,https://www.allocine.fr/film/fichefilm_gen_cfilm=285270.html
826,Rebel,2021,1945,La Fureur de vivre,https://www.allocine.fr/film/fichefilm_gen_cfilm=1945.html
827,Reines,2021,42375,Les Neuf Reines,https://www.allocine.fr/film/fichefilm_gen_cfilm=42375.html
828,Le repli,2021,313028,Le Repli,https://www.allocine.fr/film/fichefilm_gen_cfilm=313028.html
829,Reprise en main,2021,295062,Reprise en main,https://www.allocine.fr/film/fichefilm_gen_cfilm=295062.html
830,Reste un peu,2021,305613,Reste un peu,https://www.allocine.fr/film/fichefilm_gen_cfilm=305613.html
831,La revanche des crevettes pailletées,2021,268351,Les Crevettes pailletées,https://www.allocine.fr/film/fichefilm_gen_cfilm=268351.html
832,Revoir Paris,2021,290439,Revoir Paris,https://www.allocine.fr/film/fichefilm_gen_cfilm=290439.html
833,Richelieu,2021,320769,Dissidente,https://www.allocine.fr/film/fichefilm_gen_cfilm=320769.html
834,Riposte féministe,2021,300874,Riposte féministe,https://www.allocine.fr/film/fichefilm_gen_cfilm=300874.html
835,Roads of fear,2021,308979,Sans Peur,https://www.allocine.fr/film/fichefilm_gen_cfilm=308979.html
837,Rroû,2021,291159,"Mon chat et moi, la grande aventure de Rroû",https://www.allocine.fr/film/fichefilm_gen_cfilm=291159.html
838,Rue des dames,2021,292799,Rue des dames,https://www.allocine.fr/film/fichefilm_gen_cfilm=292799.html
839,Sage Homme,2021,295067,Sage-Homme,https://www.allocine.fr/film/fichefilm_gen_cfilm=295067.html
840,Sang pur sang leviatini,2021,Not found,Not found,Not found
841,Sans filtre,2021,256851,Sans filtre,https://www.allocine.fr/film/fichefilm_gen_cfilm=256851.html
842,Sans retour,2021,39154,Sans retour,https://www.allocine.fr/film/fichefilm_gen_cfilm=39154.html
843,Saveurs d'exil,2021,Not found,Not found,Not found
844,La scala,2021,45388,Tomorrow La Scala!,https://www.allocine.fr/film/fichefilm_gen_cfilm=45388.html
845,Segpa-le film,2021,Not found,Not found,Not found
846,Seule,2021,23980,"Erin Brockovich, seule contre tous",https://www.allocine.fr/film/fichefilm_gen_cfilm=23980.html
847,Shotgun,2021,129490,Shotgun Stories,https://www.allocine.fr/film/fichefilm_gen_cfilm=129490.html
848,Le soleil de trop près,2021,284500,Le Soleil de trop près,https://www.allocine.fr/film/fichefilm_gen_cfilm=284500.html
849,Sons of Phiadelphia,2021,Not found,Not found,Not found
850,St Omer,2021,Not found,Not found,Not found
851,Stella est amoureuse (ex : 1986,2021,Not found,Not found,Not found
852,Striptease intégral,2021,1000004812,Strip-tease intégral,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000004812.html
853,Les suppliciés,2021,279603,Les Ames perdues,https://www.allocine.fr/film/fichefilm_gen_cfilm=279603.html
854,Sur cette terre,2021,Not found,Not found,Not found
855,Sur l'adamant,2021,289240,Sur l'Adamant,https://www.allocine.fr/film/fichefilm_gen_cfilm=289240.html
856,Sur les chemins noirs,2021,295626,Sur les chemins noirs,https://www.allocine.fr/film/fichefilm_gen_cfilm=295626.html
857,Tehachapi,2021,319676,Tehachapi,https://www.allocine.fr/film/fichefilm_gen_cfilm=319676.html
858,Tehu,2021,296074,"Zodi et Téhu, frères du désert",https://www.allocine.fr/film/fichefilm_gen_cfilm=296074.html
859,Tempête au haras,2021,Not found,Not found,Not found
860,Temps mort,2021,179903,Temps mort,https://www.allocine.fr/film/fichefilm_gen_cfilm=179903.html
861,Ténor,2021,293272,Ténor,https://www.allocine.fr/film/fichefilm_gen_cfilm=293272.html
862,Le test,2021,286712,Le Test,https://www.allocine.fr/film/fichefilm_gen_cfilm=286712.html
863,Les têtes givrées,2021,291804,Les Têtes givrées,https://www.allocine.fr/film/fichefilm_gen_cfilm=291804.html
864,The long night,2021,283956,Les Nuits de Mashhad,https://www.allocine.fr/film/fichefilm_gen_cfilm=283956.html
865,The Other Widow,2021,309486,The Other Widow,https://www.allocine.fr/film/fichefilm_gen_cfilm=309486.html
866,Le tigre et le président,2021,293538,Le Tigre et le Président,https://www.allocine.fr/film/fichefilm_gen_cfilm=293538.html
867,Tigru,2021,287332,Tigresse,https://www.allocine.fr/film/fichefilm_gen_cfilm=287332.html
868,Tirailleurs,2021,9385,Les Tirailleurs senegalais,https://www.allocine.fr/film/fichefilm_gen_cfilm=9385.html
869,To The North,2021,291079,To the North,https://www.allocine.fr/film/fichefilm_gen_cfilm=291079.html
870,Tori et Lokita,2021,290068,Tori et Lokita,https://www.allocine.fr/film/fichefilm_gen_cfilm=290068.html
871,Le torrent,2021,231068,Le Torrent,https://www.allocine.fr/film/fichefilm_gen_cfilm=231068.html
872,La tour d'Assitan,2021,288739,La Tour,https://www.allocine.fr/film/fichefilm_gen_cfilm=288739.html
873,Tourment sur les îles,2021,280669,Pacifiction - Tourment sur les îles,https://www.allocine.fr/film/fichefilm_gen_cfilm=280669.html
874,Tout le monde aime Jeanne,2021,290442,Tout le monde aime Jeanne,https://www.allocine.fr/film/fichefilm_gen_cfilm=290442.html
875,Traces,2021,288497,Traces,https://www.allocine.fr/film/fichefilm_gen_cfilm=288497.html
876,La traversée,2021,128739,La Traversée du temps,https://www.allocine.fr/film/fichefilm_gen_cfilm=128739.html
877,Le trésor du petit Nicolas,2021,285904,Le Trésor du Petit Nicolas,https://www.allocine.fr/film/fichefilm_gen_cfilm=285904.html
878,Tribunal du fleuve,2021,Not found,Not found,Not found
879,Trois contes pour le plaisir,2021,Not found,Not found,Not found
880,Les trois lascars,2021,297983,Les Trois lascars,https://www.allocine.fr/film/fichefilm_gen_cfilm=297983.html
881,Les trois mousquetaires - D'Artagnan,2021,288402,Les Trois Mousquetaires: D'Artagnan,https://www.allocine.fr/film/fichefilm_gen_cfilm=288402.html
882,Les trois mousquetaires - Milady,2021,288401,Les Trois Mousquetaires: Milady,https://www.allocine.fr/film/fichefilm_gen_cfilm=288401.html
883,Trois nuits par semaine,2021,285271,Trois nuits par semaine,https://www.allocine.fr/film/fichefilm_gen_cfilm=285271.html
884,Les trois sœurs,2021,210635,Les Trois soeurs du Yunnan,https://www.allocine.fr/film/fichefilm_gen_cfilm=210635.html
885,Tromperie,2021,287685,Tromperie,https://www.allocine.fr/film/fichefilm_gen_cfilm=287685.html
886,Tropiques,2021,59011,Tonnerre sous les Tropiques,https://www.allocine.fr/film/fichefilm_gen_cfilm=59011.html
887,Un beau matin,2021,209297,De toutes nos forces,https://www.allocine.fr/film/fichefilm_gen_cfilm=209297.html
888,Un bon début,2021,295906,Un bon début,https://www.allocine.fr/film/fichefilm_gen_cfilm=295906.html
889,Un cœur en abîme,2021,294309,C’est mon homme,https://www.allocine.fr/film/fichefilm_gen_cfilm=294309.html
890,Un grand ami,2021,309055,Les Choses simples,https://www.allocine.fr/film/fichefilm_gen_cfilm=309055.html
891,Un homme,2021,28384,Un Homme d'exception,https://www.allocine.fr/film/fichefilm_gen_cfilm=28384.html
892,Un homme heureux,2021,288192,Un homme heureux,https://www.allocine.fr/film/fichefilm_gen_cfilm=288192.html
893,Un long dimanche de funérailles,2021,Not found,Not found,Not found
894,Un Mondo In Più,2021,Not found,Not found,Not found
895,Un petit frère,2021,281832,Un petit frère,https://www.allocine.fr/film/fichefilm_gen_cfilm=281832.html
896,Un petit miracle,2021,289452,Un petit Miracle,https://www.allocine.fr/film/fichefilm_gen_cfilm=289452.html
897,Un rêve européen,2021,Not found,Not found,Not found
898,Une belle course,2021,292290,Une belle course,https://www.allocine.fr/film/fichefilm_gen_cfilm=292290.html
899,Une canaille et demie,2021,Not found,Not found,Not found
900,Une comédie romantique,2021,292989,Une comédie romantique,https://www.allocine.fr/film/fichefilm_gen_cfilm=292989.html
901,Une femme de notre temps,2021,288821,Une femme de notre temps,https://www.allocine.fr/film/fichefilm_gen_cfilm=288821.html
902,Une femme iranienne,2021,213722,Une Femme Iranienne,https://www.allocine.fr/film/fichefilm_gen_cfilm=213722.html
903,Une femme sur le toit,2021,294353,Une femme sur le toit,https://www.allocine.fr/film/fichefilm_gen_cfilm=294353.html
904,Une fleur à la bouche,2021,284868,Une Fleur à la bouche,https://www.allocine.fr/film/fichefilm_gen_cfilm=284868.html
905,Une histoire d'amour,2021,197677,Une Histoire d'amour,https://www.allocine.fr/film/fichefilm_gen_cfilm=197677.html
906,Une mère,2021,271613,Une mère incroyable,https://www.allocine.fr/film/fichefilm_gen_cfilm=271613.html
907,Une sœur (falcon lake,2021,289988,Falcon Lake,https://www.allocine.fr/film/fichefilm_gen_cfilm=289988.html
908,La vache qui chantait le futur,2021,299331,La Vache qui chantait le futur,https://www.allocine.fr/film/fichefilm_gen_cfilm=299331.html
909,"Vae victis, malheur aux vaincus",2021,Not found,Not found,Not found
910,La vallée des âmes,2021,Not found,Not found,Not found
911,Vedette,2021,293465,Vedette,https://www.allocine.fr/film/fichefilm_gen_cfilm=293465.html
913,La vie des hommes infâmes,2021,293778,La Vie des hommes infâmes,https://www.allocine.fr/film/fichefilm_gen_cfilm=293778.html
914,Les vieux fourneaux 2,2021,257873,Les Vieux fourneaux,https://www.allocine.fr/film/fichefilm_gen_cfilm=257873.html
915,Le visiteur du futur,2021,268603,Le Visiteur du futur,https://www.allocine.fr/film/fichefilm_gen_cfilm=268603.html
916,Les volets verts,2021,294401,Les Volets verts,https://www.allocine.fr/film/fichefilm_gen_cfilm=294401.html
917,Vous n'aurez pas ma haine,2021,270845,Vous n'aurez pas ma haine,https://www.allocine.fr/film/fichefilm_gen_cfilm=270845.html
918,Voyage dans le crépuscule,2021,294807,Viaggio nel crepuscolo,https://www.allocine.fr/film/fichefilm_gen_cfilm=294807.html
919,Voyages en Italie,2021,289725,Voyages en Italie,https://www.allocine.fr/film/fichefilm_gen_cfilm=289725.html
920,Whale nation,2021,304496,Les Gardiennes de la planète,https://www.allocine.fr/film/fichefilm_gen_cfilm=304496.html
921,Women do cry,2021,286700,Women Do Cry,https://www.allocine.fr/film/fichefilm_gen_cfilm=286700.html
922,X,2021,140894,X-Men: Le Commencement,https://www.allocine.fr/film/fichefilm_gen_cfilm=140894.html
923,Youssef Salem a du succès,2021,288266,Youssef Salem a du succès,https://www.allocine.fr/film/fichefilm_gen_cfilm=288266.html
924,Z comme Z,2021,291483,Coupez!,https://www.allocine.fr/film/fichefilm_gen_cfilm=291483.html
925,Zone libre,2021,59628,Zone libre,https://www.allocine.fr/film/fichefilm_gen_cfilm=59628.html
926,16 ans,2020,209732,20 ans d'écart,https://www.allocine.fr/film/fichefilm_gen_cfilm=209732.html
927,A Chiara,2020,280841,A Chiara,https://www.allocine.fr/film/fichefilm_gen_cfilm=280841.html
928,A demain mon amour,2020,282220,A demain mon amour,https://www.allocine.fr/film/fichefilm_gen_cfilm=282220.html
929,A girl's room,2020,Not found,Not found,Not found
930,A la folie,2020,231677,A la folie,https://www.allocine.fr/film/fichefilm_gen_cfilm=231677.html
931,A la vie,2020,5762,La Vie est belle,https://www.allocine.fr/film/fichefilm_gen_cfilm=5762.html
932,A l'ombre des arbres,2020,56509,A l'ombre sacree des arbres,https://www.allocine.fr/film/fichefilm_gen_cfilm=56509.html
933,A l'ombre des filles,2020,279941,A l’ombre des filles,https://www.allocine.fr/film/fichefilm_gen_cfilm=279941.html
934,A pas aveugles,2020,276406,À Pas Aveugles,https://www.allocine.fr/film/fichefilm_gen_cfilm=276406.html
935,A vendredi Robinson,2020,300253,"À vendredi, Robinson",https://www.allocine.fr/film/fichefilm_gen_cfilm=300253.html
936,Abou Leïla,2020,273642,Abou Leila,https://www.allocine.fr/film/fichefilm_gen_cfilm=273642.html
937,Adieu au monde (L') ?,2020,Not found,Not found,Not found
938,Adieu Monsieur Haffmann,2020,280533,Adieu Monsieur Haffmann,https://www.allocine.fr/film/fichefilm_gen_cfilm=280533.html
939,"Africa Mia, la fabuleuse histoire des Maravillas de Mali",2020,Not found,Not found,Not found
940,Alors on danse,2020,285816,Alors on danse,https://www.allocine.fr/film/fichefilm_gen_cfilm=285816.html
941,Les amours d'Anaïs,2020,280205,Les Amours d’Anaïs,https://www.allocine.fr/film/fichefilm_gen_cfilm=280205.html
942,Angèle,2020,173827,Angèle et Tony,https://www.allocine.fr/film/fichefilm_gen_cfilm=173827.html
943,Animal,2020,300678,Le Règne animal,https://www.allocine.fr/film/fichefilm_gen_cfilm=300678.html
944,L'appel de la forêt,2020,29701,L'Appel de la foret,https://www.allocine.fr/film/fichefilm_gen_cfilm=29701.html
945,Après la traversée,2020,Not found,Not found,Not found
946,"Arthur, malédiction",2020,302103,"Arthur, malédiction",https://www.allocine.fr/film/fichefilm_gen_cfilm=302103.html
947,Au cimetière de la pellicule,2020,311491,Au cimetière de la pellicule,https://www.allocine.fr/film/fichefilm_gen_cfilm=311491.html
948,L'avenir dure longtemps,2020,111514,L'Avenir dure longtemps,https://www.allocine.fr/film/fichefilm_gen_cfilm=111514.html
